รหัสเขต,ชื่อเขต,รหัสโรงเรียน,ชื่อโรงเรียน,อ.1 ชาย,อ.1 หญิง,รวมอ.1,อ.1 ห้อง,อ.2 ชาย,อ.2 หญิง,รวมอ.2,อ.2 ห้อง,อ.3 ชาย,อ.3 หญิง,รวมอ.3,อ.3 ห้อง,รวมก่อนประถม ชาย,รวมก่อนประถม หญิง,รวมก่อนประถม,รวมห้องก่อนประถม,ป.1 ชาย,ป.1 หญิง,รวมป.1,ป.1 ห้อง,ป.2 ชาย,ป.2 หญิง,รวมป.2,ป.2 ห้อง,ป.3 ชาย,ป.3 หญิง,รวมป.3,ป.3 ห้อง,ป.4 ชาย,ป.4 หญิง,รวมป.4,ป.4 ห้อง,ป.5 ชาย,ป.5 หญิง,รวมป.5,ป.5 ห้อง,ป.6 ชาย,ป.6 หญิง,รวมป.6,ป.6 ห้อง,รวมประถม ชาย,รวมประถม หญิง,รวมประถม,รวมห้องประถม,ม.1 ชาย,ม.1 หญิง,รวมม.1,ม.1 ห้อง,ม.2 ชาย,ม.2 หญิง,รวมม.2,ม.2 ห้อง,ม.3 ชาย,ม.3 หญิง,รวมม.3,ม.3 ห้อง,รวมม.ต้น ชาย,รวมม.ต้น หญิง,รวมม.ต้น,รวมห้องม.ต้น,ม.4 ชาย,ม.4 หญิง,รวมม.4,ม.4 ห้อง,ม.5 ชาย,ม.5 หญิง,รวมม.5,ม.5 ห้อง,ม.6 ชาย,ม.6 หญิง,รวมม.6,ม.6 ห้อง,ปวช.1 ชาย,ปวช.1 หญิง,รวมปวช.1,ปวช.1 ห้อง,ปวช.2 ชาย,ปวช.2 หญิง,รวมปวช.2,ปวช.2 ห้อง,ปวช.3 ชาย,ปวช.3 หญิง,รวมปวช.3,ปวช.3 ห้อง,รวมม.ปลายและเทียบเท่า ชาย,รวมม.ปลายและเทียบเท่า หญิง,รวมม.ปลายและเทียบเท่า,รวมห้องม.ปลายและเทียบเท่า,รวมทั้งหมด ชาย,รวมทั้งหมด หญิง,รวมทั้งหมด,รวมห้องทั้งหมด
00470001,สพม.สกลนคร,47022008,ภูริทัตต์วิทยา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,1,18,16,34,1,24,10,34,1,57,36,93,3,9,12,21,1,16,23,39,1,14,9,23,1,0,0,0,0,0,0,0,0,0,0,0,0,39,44,83,3,96,80,176,6
00470001,สพม.สกลนคร,47022009,บะฮีวิทยาคม,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,52,2,32,30,62,2,30,33,63,2,87,90,177,6,16,18,34,1,12,12,24,1,12,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,40,34,74,3,127,124,251,9
00470001,สพม.สกลนคร,47022010,ช้างมิ่งพิทยานุกูล,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,1,11,11,22,1,26,20,46,1,52,41,93,3,11,12,23,1,9,7,16,1,22,17,39,1,0,0,0,0,0,0,0,0,0,0,0,0,42,36,78,3,94,77,171,6
00470001,สพม.สกลนคร,47022012,มัธยมวาริชภูมิ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,172,329,10,149,189,338,10,119,160,279,8,425,521,946,28,57,81,138,6,86,111,197,6,94,134,228,7,0,0,0,0,0,0,0,0,0,0,0,0,237,326,563,19,662,847,1509,47
00470001,สพม.สกลนคร,47022013,ธรรมบวรวิทยา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,180,5,40,71,111,4,66,76,142,4,196,237,433,13,47,84,131,4,65,75,140,4,50,54,104,3,0,0,0,0,0,0,0,0,0,0,0,0,162,213,375,11,358,450,808,24
00470001,สพม.สกลนคร,47022014,วาริชวิทยา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,52,2,17,12,29,1,16,20,36,1,62,55,117,4,7,11,18,1,12,9,21,1,6,7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,25,27,52,3,87,82,169,7
00470001,สพม.สกลนคร,47022015,นิคมน้ำอูนเจริญวิทยา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,93,3,66,44,110,3,40,40,80,3,155,128,283,9,38,43,81,3,32,39,71,3,27,38,65,3,0,0,0,0,0,0,0,0,0,0,0,0,97,120,217,9,252,248,500,18
00470001,สพม.สกลนคร,47022016,เตรียมอุดมศึกษา ภาคตะวันออกเฉียงเหนือ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,648,989,27,277,587,864,26,276,584,860,26,0,0,0,0,0,0,0,0,0,0,0,0,894,1819,2713,79,894,1819,2713,79
00470001,สพม.สกลนคร,47022017,แวงพิทยาคม,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,60,112,4,56,44,100,4,39,39,78,4,147,143,290,12,31,28,59,3,31,40,71,3,31,33,64,3,0,0,0,0,0,0,0,0,0,0,0,0,93,101,194,9,240,244,484,21
00470001,สพม.สกลนคร,47022018,หนองหลวงศึกษา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,97,166,5,72,64,136,4,79,74,153,5,220,235,455,14,18,32,50,2,28,25,53,2,23,44,67,3,0,0,0,0,0,0,0,0,0,0,0,0,69,101,170,7,289,336,625,21
